total_calories,meal_title,pred_calories
198.354996,eggs and berries,287.78801
403.477386,"scrambled eggs, pineapple, bacon, chia seeds and greek yogurt",287.78801
70.70092,"olive oil, chickpeas and arugula",287.78801
311.209167,"pizza, beef and berries",287.78801
232.050003,chilaquiles,287.78801
273.523987,"bacon, turkey bacon and berries",287.78801
330.840851,"steak, fish, olive oil, ketchup and white rice",287.78801
73.083549,"granola, berries, vinaigrette and mixed greens",287.78801
247.625168,"pork, olive oil, couscous and brussels sprouts",287.78801
350.788818,"ground turkey, corn on the cob, olive oil and fish",287.78801
275.179993,"potato chips, nuts and corn",287.78801
370.170013,"nuts, beef and bell peppers",287.78801
419.681702,"scrambled eggs, roasted potatoes, berries and pineapple",287.78801
282.382019,"sausage, berries and pineapple",287.78801
139.558533,"bacon, sweet potato, cantaloupe and olive oil",287.78801
631.706665,"ground turkey, corn on the cob and cheese pizza",287.78801
284.880005,berries and oatmeal,287.78801
57.066452,"olive oil, pumpkin seeds, arugula and radishes",287.78801
43.5,ham,287.78801
39.289997,mandarin oranges and broccoli,287.78801
56.760002,cantaloupe and caesar salad,287.78801
527.450012,"chicken, olives and avocado",287.78801
472.280975,scrambled eggs and cheese,287.78801
553.040955,"fish, olive oil, cheese pizza, cookies and white beans",287.78801
117.925575,"olive oil, green beans and spinach (raw)",287.78801
198.937866,"olive oil, scrambled eggs, yam, pineapple and watermelon",287.78801
331.0,almonds and grapes,287.78801
196.53833,"fish, olive oil, caesar salad and quinoa",287.78801
354.596863,"cheese pizza, chicken, country rice and caesar salad",287.78801
638.257996,sausage and bacon,287.78801
346.339966,"bulgur, cauliflower, olive oil and chicken breast",287.78801
287.331848,"chicken, cheese pizza, olive oil and broccoli",287.78801
111.910004,"olives, onions, bell peppers, carrot and cherry tomatoes",287.78801
96.480003,potato chips,287.78801
348.126129,"berries, sweet potato, chia seeds, egg whites and bacon",287.78801
143.991699,"corn on the cob, kale and parmesan cheese",287.78801
370.671448,beef and salmon,287.78801
313.741882,"roasted potatoes, olive oil, fish, green beans and eggplant",287.78801
162.740005,pepperoni pizza and broccoli,287.78801
322.001984,grilled chicken and olives,287.78801
79.220001,"olives, onions and cherry tomatoes",287.78801
183.586426,"egg whites, chia seeds, greek yogurt and milk",287.78801
165.617737,"olive oil, fish, quinoa and figs",287.78801
245.872986,cheese pizza and white rice,287.78801
434.854675,"cheese pizza, beef and chicken thighs",287.78801
465.58374,"chicken, olive oil and white rice",287.78801
212.843994,"bread, ham and apple",287.78801
504.709412,"salmon, avocado and beef",287.78801
100.613655,"egg whites, broccoli and olive oil",287.78801
624.236084,"beef, olive oil and wheat berry",287.78801
144.255859,cheese pizza and vinaigrette,287.78801
213.109985,"bacon, banana and potato chips",287.78801
171.839996,"chicken salad, chickpeas and olives",287.78801
874.46106,"chicken, beef and olive oil",287.78801
349.866394,"chicken thighs, tofu and olive oil",287.78801
187.416,"fish, bread and cauliflower",287.78801
35.400002,watermelon,287.78801
898.019653,"chicken, pizza and olive oil",287.78801
609.333923,"beef, olive oil and white rice",287.78801
279.317993,"parmesan cheese, olives and carrot",287.78801
82.099991,"apple, tomatoes and broccoli",287.78801
894.521667,"steak, caesar salad and wheat berry",287.78801
367.6474,steak and olive oil,287.78801
66.066925,"chicken, caesar salad and olive oil",287.78801
192.519989,"scrambled eggs, strawberries and broccoli",287.78801
318.821899,"fish, olive oil, wild rice and corn",287.78801
65.742775,"fish, olive oil and wheat berry",287.78801
339.5979,"bacon, olive oil, scrambled eggs, yam and pineapple",287.78801
222.235489,"beef, kale, chayote squash and zucchini",287.78801
400.337677,"olive oil, tofu, spinach (raw), pumpkin seeds and eggplant",287.78801
203.221603,"olive oil, berries, chicken apple sausage and honeydew melons",287.78801
64.349998,"mandarin oranges, strawberries and broccoli",287.78801
506.847046,"olive oil, lentils, tofu and chickpeas",287.78801
657.517517,"chicken thighs, cheese, sandwiches, tortilla and watermelon",287.78801
450.666016,"scrambled eggs, sausage and egg whites",287.78801
560.658997,"chicken, olives, parmesan cheese and caesar dressing",287.78801
447.449249,"beef, chicken, olives, olive oil and vinaigrette",287.78801
519.542847,"fish, cheese pizza, cookies, olive oil and white beans",287.78801
234.576111,chicken thighs and quinoa,287.78801
250.965668,"grapes, yam, pineapple, olive oil and strawberries",287.78801
569.807007,"sausage, bacon, almonds, grapes and potatoes",287.78801
189.799988,"cheese, bean(seed) and tortilla",287.78801
561.703552,"bagels, berries, sweet potato, chia seeds and egg whites",287.78801
419.769562,"pork, chicken breast, broccoli and olive oil",287.78801
154.720001,oatmeal and blackberries,287.78801
537.987976,"beef, pizza and olive oil",287.78801
192.370255,"pizza, olive oil and bok choy",287.78801
607.506165,"pizza, salmon and olive oil",287.78801
277.531311,"cheese pizza, chicken thighs and olive oil",287.78801
434.58316,"beef, white rice and broccoli",287.78801
188.610443,pork and olive oil,287.78801
98.959999,"grapes, mandarin oranges and strawberries",287.78801
663.755798,"pork, roasted potatoes, pizza, caesar salad and rice noodles",287.78801
209.309998,"bacon, white rice and corn",287.78801
107.181221,greek salad and olive oil,287.78801
509.826233,"chicken, olive oil and carrot",287.78801
302.954895,quinoa and caesar salad,287.78801
412.873596,"pizza, fish, roasted potatoes, parsnips and olive oil",287.78801
257.255005,roast chicken,287.78801
498.545258,"cheese pizza, beef, chicken and caesar salad",287.78801
50.0,"berries, cantaloupe and raspberries",287.78801
348.999664,"fish, olive oil and white beans",287.78801
851.396545,"steak, pizza, brownies and olive oil",287.78801
778.819946,"chicken, olive oil and avocado",287.78801
221.304153,"chicken, roasted potatoes, eggplant, cauliflower and olive oil",287.78801
120.636047,"olive oil, broccoli and bulgur",287.78801
316.239502,"berries, pineapple, chicken apple sausage, egg whites and yam",287.78801
318.333374,"wild rice, fish, olive oil and corn",287.78801
319.779999,steak,287.78801
199.347992,"grapes, almonds, cantaloupe and corn on the cob",287.78801
157.119995,"white rice, apple and cantaloupe",287.78801
128.312988,cheese pizza and tofu,287.78801
190.920013,scrambled eggs and cantaloupe,287.78801
249.067139,"roasted potatoes, olives and vinaigrette",287.78801
358.710999,"almonds, cantaloupe and cherry tomatoes",287.78801
153.264771,olive oil and bell peppers,287.78801
490.288025,"scrambled eggs, olive oil and bacon",287.78801
171.550003,potato chips and bacon,287.78801
296.816895,"chicken, caesar salad and olive oil",287.78801
125.389999,"berries, corn and kiwi",287.78801
168.576462,"olive oil, berries, sweet potato and pineapple",287.78801
321.230652,"salmon, beef, olive oil and pasta",287.78801
96.261002,"corn on the cob, green beans and olive oil",287.78801
387.929382,"ground turkey, fish, olive oil and wheat berry",287.78801
801.822021,"sausage, hash browns, egg whites and pineapple",287.78801
316.638611,cheese pizza and white rice,287.78801
372.769989,"nuts, shrimp and broccoli",287.78801
288.703217,"chicken thighs, quinoa, olive oil and fish",287.78801
348.484161,chicken thighs and olive oil,287.78801
334.527893,"salmon, olive oil, broccoli and brown rice",287.78801
179.424591,"salmon, brussels sprouts, brown rice and olive oil",287.78801
217.880005,tortilla and cheese,287.78801
663.989319,"sausage, bacon, potatoes and berries",287.78801
100.084,"berries, pineapple and asparagus",287.78801
523.367859,"salmon, olive oil and brown rice",287.78801
225.472412,"cheese pizza, roasted potatoes and pork",287.78801
259.08316,"chicken, couscous and olive oil",287.78801
499.257019,"cheese pizza, steak, chicken and caesar salad",287.78801
113.066399,olive oil and chickpeas,287.78801
268.459991,"bagels, sweet potato and cream cheese",287.78801
103.190002,berries and pineapple,287.78801
338.779999,"beef, tortilla and noodles",287.78801
159.940002,"beef, potatoes and tomatoes",287.78801
271.34198,"cheese pizza, white rice and squash",287.78801
494.496582,"cheese pizza, chicken thighs and cauliflower",287.78801
205.092285,"wheat berry, salmon, olive oil and bok choy",287.78801
1324.084961,"olive oil, chicken, vinaigrette and olives",287.78801
53.400002,"brussels sprouts, tomatoes and mixed greens",287.78801
66.128174,"olives, carrot and olive oil",287.78801
262.330139,scrambled eggs and brussels sprouts,287.78801
990.989014,"olive oil, chicken, parmesan cheese, avocado and olives",287.78801
203.5,beef and potatoes,287.78801
214.931992,"corn on the cob, apple and cherry tomatoes",287.78801
132.959991,"potatoes, grapes and broccoli",287.78801
623.007507,"steak, pizza and olive oil",287.78801
85.919998,"fish, potatoes and tomatoes",287.78801
252.680466,beef and white rice,287.78801
210.350006,"cottage cheese, pineapple, watermelon and berries",287.78801
206.442001,"yam, bacon, deprecated and honeydew melons",287.78801
358.947601,"scrambled eggs, berries, pineapple, sweet potato and watermelon",287.78801
314.811707,"egg whites, sweet potato, berries, salsa and watermelon",287.78801
40.10693,chicken and olive oil,287.78801
389.068359,"salmon, chicken, tomatoes, olive oil and kimchi",287.78801
172.604996,eggs,287.78801
504.065033,"cheese pizza, beef and olive oil",287.78801
30.210915,"kale, parmesan cheese and caesar dressing",287.78801
846.367065,"chicken, roasted potatoes, quinoa and olive oil",287.78801
626.508484,"scrambled eggs, bacon, olive oil and broccoli",287.78801
217.380005,"cheese, fish and cantaloupe",287.78801
134.779999,"noodles, fish and bell peppers",287.78801
927.809998,pizza and chicken,287.78801
30.3396,olive oil and mixed greens,287.78801
173.680008,"oatmeal, berries and cantaloupe",287.78801
157.493027,"olive oil, fish, bok choy, mushroom and wheat berry",287.78801
89.85463,"fish, broccoli, olive oil, quinoa and squash",287.78801
300.794281,"pork, brown rice, olive oil and sugar",287.78801
115.066795,"brussels sprouts, olive oil, goat cheese and mixed greens",287.78801
460.42337,"bacon, egg whites, granola, brussels sprouts and vinaigrette",287.78801
560.300903,"chicken, fish, roasted potatoes, olive oil and caesar salad",287.78801
574.115173,"beef, carrot and white rice",287.78801
83.43,"caesar salad, tomatoes and olives",287.78801
286.76001,"tuna, olives and carrot",287.78801
484.329987,"nuts, white rice and tofu",287.78801
73.110001,"mandarin oranges, grapes and cereal",287.78801
411.264465,"ground turkey, corn on the cob, fish, kale and olive oil",287.78801
223.888092,olive oil and bacon,287.78801
398.703369,"steak, olive oil and figs",287.78801
121.259995,roasted potatoes,287.78801
402.784088,"turkey bacon, egg whites, granola and brussels sprouts",287.78801
128.098618,cheese pizza,287.78801
169.934235,"fish, olive oil and quinoa",287.78801
226.547165,"pork, tofu and brussels sprouts",287.78801
59.200001,olives and kimchi,287.78801
188.860001,pizza,287.78801
291.838776,"olive oil, corn on the cob, arugula and pecans",287.78801
247.168854,"chicken, pork, corn on the cob and olive oil",287.78801
485.570892,"chicken, fish, olive oil, caesar salad and tomatoes",287.78801
164.010803,"salmon, olive oil, squash and brown rice",287.78801
34.920002,bell peppers and cherry tomatoes,287.78801
428.704285,pepperoni pizza and pork,287.78801
119.019997,"noodles, potatoes and brussels sprouts",287.78801
95.495369,"corn on the cob, olive oil and mixed greens",287.78801
345.671997,"bread, scrambled eggs and oatmeal",287.78801
144.716934,yam and olive oil,287.78801
720.890137,"pepperoni pizza, chicken breast and cherry tomatoes",287.78801
249.899155,"fish, olive oil, carrot and white beans",287.78801
171.213257,"wheat berry, olive oil, broccoli, pecans and raisins",287.78801
607.892395,"beef, roasted potatoes and olive oil",287.78801
48.059998,banana,287.78801
143.762177,"roasted potatoes, olive oil, broccoli and carrot",287.78801
126.965538,tofu and olive oil,287.78801
512.111267,"pepperoni pizza, pork and chicken breast",287.78801
323.673248,"cheese pizza, salmon, tofu, pineapple and brussels sprouts",287.78801
57.550003,"onions, broccoli, radishes, squash and cucumbers",287.78801
434.658997,"chicken, olive oil and mushroom",287.78801
387.798126,chicken and olive oil,287.78801
613.17688,"chicken, olive oil and olives",287.78801
208.141998,pears and potatoes,287.78801
178.880737,"chicken apple sausage, egg whites, grapes, broccoli and olive oil",287.78801
60.97168,"olive oil, chard, almonds and spinach (raw)",287.78801
88.315727,"olive oil, broccoli and mixed greens",287.78801
32.43,orange,287.78801
104.510002,"tofu, oatmeal and kiwi",287.78801
303.643036,"chicken, pork, green beans and olive oil",287.78801
214.780777,"olive oil, fish, green beans, broccoli and wheat berry",287.78801
291.914032,"salmon, vinaigrette, brown rice, olive oil and green beans",287.78801
90.829994,"olives, tofu and broccoli",287.78801
455.387939,"pepperoni pizza, pork, olive oil and pineapple",287.78801
453.66507,"chicken, fried rice, olive oil, brussels sprouts and millet",287.78801
196.84697,"salmon, kale, chard, olive oil and brown rice",287.78801
187.076355,"sandwiches, watermelon and tatsoi",287.78801
450.576294,cheese pizza and chicken thighs,287.78801
189.929993,"ham, potatoes and pineapple",287.78801
268.829376,"egg whites, sweet potato, sausage, cantaloupe and olive oil",287.78801
712.456421,"vegetable oil, chicken, roasted potatoes, fish and brussels sprouts",287.78801
236.23201,"pears, potatoes and mandarin oranges",287.78801
130.919998,"berries, orange and spinach (raw)",287.78801
190.584213,pepperoni pizza and pork,287.78801
379.034851,scrambled eggs and granola,287.78801
105.32,"tortilla, apple and mushroom",287.78801
108.392403,"olive oil, green beans and mushroom",287.78801
521.038635,"cheese pizza, beef, vinaigrette and quinoa",287.78801
124.670006,wheat berry,287.78801
427.879974,"fish, olive oil, corn, caesar salad and sour cream",287.78801
245.449509,chicken thighs and couscous,287.78801
282.693146,"cheese pizza, caesar salad and olive oil",287.78801
258.327576,"salmon, mayonnaise, olive oil, broccoli and lentils",287.78801
495.807739,"cheese pizza, beef and white rice",287.78801
346.388,"sausage, broccoli and tomatoes",287.78801
216.590012,"scrambled eggs, bacon and noodles",287.78801
41.838322,"olive oil, mixed greens, millet and apple",287.78801
247.070999,"almonds, grapes and cantaloupe",287.78801
61.969997,"berries, tofu and asparagus",287.78801
56.892494,olive oil and mixed greens,287.78801
362.154694,"cheese pizza, olive oil and broccoli",287.78801
401.729523,"quinoa, pork and brussels sprouts",287.78801
603.979248,"chicken apple sausage, scrambled eggs and granola",287.78801
814.930786,"cheese pizza, beef, fried rice, chicken and olive oil",287.78801
271.540009,"cottage cheese, berries and pineapple",287.78801
512.015808,"cheese pizza, greek salad, roasted potatoes and chicken thighs",287.78801
781.958008,almonds and white rice,287.78801
175.199997,"scrambled eggs, bacon and bell peppers",287.78801
77.559998,"tofu, honeydew melons and cherry tomatoes",287.78801
210.039993,"cheese, shrimp and banana",287.78801
348.823059,"egg whites, sausage, yam, olive oil and sweet potato",287.78801
734.269958,"bacon, egg whites and roasted potatoes",287.78801
121.193924,"white rice, olive oil and bulgur",287.78801
244.421005,scrambled eggs and yam,287.78801
348.470001,"nuts, potato chips and cauliflower",287.78801
128.096802,"fish, olive oil, squash and lentils",287.78801
453.680054,beef and roasted potatoes,287.78801
296.990997,"chicken, olive oil and millet",287.78801
807.416321,"chicken, roasted potatoes, fish and caesar salad",287.78801
551.702026,"chicken, parmesan cheese, olives and avocado",287.78801
207.814453,"chicken, broccoli, white rice and squash",287.78801
665.237,"scrambled eggs, hash browns, olive oil and bacon",287.78801
263.749023,waffles and tofu,287.78801
279.328308,"egg whites, sweet potato, cantaloupe and olive oil",287.78801
141.350006,scrambled eggs and brussels sprouts,287.78801
65.199997,pineapple and watermelon,287.78801
354.445312,"chicken, eggplant, olive oil and cream",287.78801
470.716644,"pork, pizza and caesar salad",287.78801
436.955017,chicken and feta cheese,287.78801
1067.511108,"salmon, brownies, beef, pasta and cheese pizza",287.78801
734.429993,"chicken, parmesan cheese, olives, avocado and caesar dressing",287.78801
613.592834,"scrambled eggs, chicken apple sausage and olive oil",287.78801
370.793976,"olive oil, chicken, millet and spinach (raw)",287.78801
122.110001,potatoes and grapes,287.78801
181.954498,"salmon, olives, brown rice and cherry tomatoes",287.78801
120.560005,"sweet potato, pineapple and watermelon",287.78801
308.602997,"scrambled eggs, fruit salad and yogurt",287.78801
381.171448,"egg whites, sweet potato, berries, honeydew melons and olive oil",287.78801
142.669998,"apple, broccoli and cauliflower",287.78801
393.270325,"cheese pizza, corn on the cob, pasta, pesto and caesar salad",287.78801
122.25,"ham, white rice and cauliflower",287.78801
174.248901,"olive oil, pumpkin seeds, eggplant and arugula",287.78801
709.369019,"chicken, tuna, parmesan cheese and olives",287.78801
90.619995,apple and noodles,287.78801
370.130035,"beef, cauliflower and mushroom",287.78801
105.879997,"grapes, cherry tomatoes and cantaloupe",287.78801
99.754425,tofu and carrot,287.78801
296.890015,almonds,287.78801
767.266785,"salmon, beef, pasta and brown rice",287.78801
177.659988,pepperoni pizza,287.78801
412.67688,"chicken apple sausage, yam, egg whites, chia seeds and sweet potato",287.78801
147.212189,"carrot, olives, onions, caesar dressing and cherry tomatoes",287.78801
469.059998,"scrambled eggs, bagels, hash browns, cream cheese and honeydew melons",287.78801
277.047302,"salmon, olive oil, brussels sprouts, brown rice and mixed greens",287.78801
567.580994,"chicken, olives, avocado and caesar dressing",287.78801
685.772949,"grilled chicken, cheese pizza and white rice",287.78801
70.949997,chicken,287.78801
440.69339,"scrambled eggs, pineapple, bacon, chia seeds and greek yogurt",287.78801
207.098907,"olive oil, tofu, pumpkin seeds and eggplant",287.78801
128.740005,oatmeal and corn,287.78801
296.092896,"yam, olive oil, sweet potato and cantaloupe",287.78801
235.410004,"scrambled eggs, potatoes and berries",287.78801
126.795876,"pasta, pesto, caesar salad and wheat berry",287.78801
553.511841,"pizza, steak and olive oil",287.78801
114.013741,"olive oil, pilaf and bulgur",287.78801
1116.391113,"salmon, brownies, beef, pasta and cheese pizza",287.78801
157.878067,"olive oil, almonds, spinach (raw) and blueberries",287.78801
461.160156,"cheese pizza, pork, caesar salad and quinoa",287.78801
153.570007,"ham, olives and oatmeal",287.78801
78.00235,"eggplant, cauliflower and olive oil",287.78801
59.099998,"brussels sprouts, cantaloupe and bell peppers",287.78801
356.3573,pizza and olive oil,287.78801
69.689995,"fish, carrot and mixed greens",287.78801
529.220032,almonds and grapes,287.78801
428.667786,turkey bacon and olive oil,287.78801
251.097473,"fish, wild rice, olive oil, wheat berry and cauliflower",287.78801
234.234009,"avocado, bread and fish",287.78801
202.821503,"pears, orange and carrot",287.78801
721.365173,"sausage, hash browns and scrambled eggs",287.78801
159.310791,"salmon, olive oil, squash and brown rice",287.78801
634.505066,"steak, chicken, roasted potatoes, cauliflower and olive oil",287.78801
377.830017,"chicken, olives, avocado and broccoli",287.78801
140.502548,"bacon, yam, pineapple, strawberries and olive oil",287.78801
253.520004,"chicken, potatoes and cantaloupe",287.78801
173.791214,"fish, olive oil, white rice, country rice and chicken thighs",287.78801
485.674011,"chicken, olives, parmesan cheese and black beans",287.78801
87.331001,turkey bacon,287.78801
215.359985,"chicken apple sausage, grapes, roasted potatoes and watermelon",287.78801
281.720001,chicken and orange,287.78801
132.824387,"egg whites, sweet potato and olive oil",287.78801
103.300003,olives and brussels sprouts,287.78801
57.940002,"avocado, mixed greens and mushroom",287.78801
290.75,scrambled eggs and bacon,287.78801
180.602646,"olive oil, spinach (raw) and green beans",287.78801
286.027252,wild rice and olive oil,287.78801
511.614227,"chicken, beef and olive oil",287.78801
345.343719,chicken and olive oil,287.78801
331.324493,"pork, fish and olive oil",287.78801
497.739014,"waffles, egg whites and salsa",287.78801
469.186188,"pepperoni pizza, chicken breast and olive oil",287.78801
696.363525,"scrambled eggs, berries, cantaloupe, broccoli and sweet potato",287.78801
318.482666,"chicken thighs, olive oil and chickpeas",287.78801
407.132263,pork and mayonnaise,287.78801
671.082031,"beef, olive oil and carrot",287.78801
159.809174,"chicken, olive oil, millet and green beans",287.78801
211.343994,"fish, olive oil and wheat berry",287.78801
92.610001,chicken apple sausage and raspberries,287.78801
317.781311,"cheese pizza, beef and squash",287.78801
416.802032,"pork, corn on the cob, olive oil, pilaf and bulgur",287.78801
569.417969,"grilled chicken, carrot, bell peppers and onions",287.78801
424.292206,"chicken thighs, fish, couscous, olive oil and white beans",287.78801
145.937561,"fish, white rice, olive oil, country rice and chicken thighs",287.78801
111.832207,"chicken breast, olive oil and squash",287.78801
133.559998,"banana, lemon and cauliflower",287.78801
368.485199,"pork, corn on the cob, tofu, sugar and olive oil",287.78801
130.279999,"chicken, tofu and cucumbers",287.78801
335.944183,"egg whites, sweet potato, chia seeds, blueberries and greek yogurt",287.78801
331.007507,beef and cheese pizza,287.78801
104.373558,"olive oil, figs, brussels sprouts, broccoli and cauliflower",287.78801
645.126465,pepperoni pizza and steak,287.78801
508.347748,"salmon, olive oil, bulgur, brussels sprouts and brown rice",287.78801
159.470001,"chicken, avocado and orange",287.78801
451.753998,pepperoni pizza and brownies,287.78801
261.616272,"quinoa, olive oil, cauliflower and mixed greens",287.78801
211.78656,"cheese pizza, olive oil and caesar salad",287.78801
202.2966,"scrambled eggs, sweet potato and olive oil",287.78801
106.5,"beef, pineapple and bell peppers",287.78801
181.740845,"wild rice, olive oil, honeydew melons, green beans and pumpkin seeds",287.78801
411.151825,pork and chicken breast,287.78801
155.600006,"bean(seed), pineapple and shrimp",287.78801
169.072418,"cheese pizza, pork and sugar",287.78801
174.015305,"roasted potatoes, olive oil, broccoli and arugula",287.78801
145.313232,"wheat berry, olive oil, pecans and raisins",287.78801
289.192596,"cheese pizza, chicken and country rice",287.78801
154.317169,"fish, olive oil and quinoa",287.78801
516.089478,"chicken breast, salmon, mayonnaise and pineapple",287.78801
681.79126,"scrambled eggs, sweet potato and broccoli",287.78801
81.310005,"brussels sprouts, cauliflower and bell peppers",287.78801
224.75,"bean(seed), white rice and shrimp",287.78801
240.695312,"succotash, roasted potatoes, berries, granola and honeydew melons",287.78801
442.728943,chicken thighs and quinoa,287.78801
285.670135,"chicken apple sausage, yam, egg whites, sweet potato and broccoli",287.78801
152.320267,"olive oil, almonds, spinach (raw), green beans and blueberries",287.78801
276.044403,"cheese pizza, beef, caesar salad and vinaigrette",287.78801
90.76355,"granola, berries, cantaloupe, vinaigrette and mixed greens",287.78801
48.91,tofu,287.78801
616.771973,"chicken, olives, caesar dressing and carrot",287.78801
73.669174,"caesar salad, brussels sprouts and olive oil",287.78801
149.529999,"bacon, kiwi and broccoli",287.78801
229.248688,"egg whites, yam, olive oil and sweet potato",287.78801
951.840942,"chicken, beef, tofu and olive oil",287.78801
203.699997,"almonds, deprecated and mixed greens",287.78801
298.380798,"tofu, olive oil, brussels sprouts and bulgur",287.78801
55.025124,"black beans, cheese, tortilla chips, spinach (raw) and corn",287.78801
357.472565,"chicken, olive oil, cauliflower, eggplant and squash",287.78801
277.656799,"pork, chicken breast, green beans and olive oil",287.78801
50.792469,"vinaigrette, feta cheese, lettuce and olives",287.78801
350.566833,"cheese pizza, chicken, country rice and caesar salad",287.78801
485.67688,"pineapple, chicken apple sausage, yam, egg whites and chia seeds",287.78801
139.810013,pears and strawberries,287.78801
227.242706,pork and white rice,287.78801
94.465088,pork and mayonnaise,287.78801
73.239998,"tomatoes, bell peppers and mixed greens",287.78801
59.450005,"olives, bell peppers and lettuce",287.78801
175.940002,"beef, berries and apple",287.78801
229.530243,ground turkey and corn on the cob,287.78801
326.888977,"pepperoni pizza, olive oil, steak and caesar salad",287.78801
407.633148,beef and white rice,287.78801
887.823059,almonds and apple,287.78801
171.53511,chicken breast and parmesan cheese,287.78801
365.630005,"tuna, bell peppers, onions and carrot",287.78801
268.832642,"scrambled eggs, sweet potato, cantaloupe, brussels sprouts and olive oil",287.78801
645.801453,"pork, cheese pizza, corn on the cob, pasta and pesto",287.78801
387.869995,"eggs, turkey bacon, sweet potato and watermelon",287.78801
311.142975,"chicken breast, fish, olives, olive oil and white beans",287.78801
372.230896,"beef, cheese pizza, broccoli and olive oil",287.78801
224.987503,pork and white rice,287.78801
35.230003,"broccoli, squash, cucumbers and zucchini",287.78801
433.749969,"egg whites, sweet potato, berries, salsa and olive oil",287.78801
260.434052,"cheese pizza, caesar salad, chicken and brussels sprouts",287.78801
334.945831,"cheese pizza, roasted potatoes and chicken thighs",287.78801
306.333679,"chicken, caesar salad, olive oil and green beans",287.78801
102.800003,"olives, orange and carrot",287.78801
66.300003,"berries, bell peppers and tomatoes",287.78801
324.5,"beef, orange and cheese",287.78801
240.020004,"cheese pizza, caesar salad and pineapple",287.78801
372.070038,"scrambled eggs, yam, olive oil, sweet potato and egg whites",287.78801
532.508606,"corn on the cob, cheese pizza, chicken, olive oil and pork",287.78801
141.699997,"chicken, olives and kimchi",287.78801
435.493286,beef and millet,287.78801
196.820007,"sweet potato, bacon and berries",287.78801
138.938004,"bread, pineapple and tomatoes",287.78801
762.381958,"sausage, hash browns, egg whites and pineapple",287.78801
354.044922,"scrambled eggs, olive oil, berries and broccoli",287.78801
418.952423,beef and olive oil,287.78801
322.679993,"egg whites, cantaloupe and pineapple",287.78801
138.869995,"tortilla, fish and cauliflower",287.78801
273.63089,"chicken, olive oil and roasted potatoes",287.78801
1268.157349,"hash browns, sausage, scrambled eggs and granola",287.78801
166.580002,"bacon, potatoes and tomatoes",287.78801
385.773926,"beef, fish, olive oil, cauliflower and lentils",287.78801
920.120422,"chicken, roasted potatoes and quinoa",287.78801
262.261963,"scrambled eggs, sweet potato, cantaloupe, olive oil and broccoli",287.78801
279.708801,"pork, broccoli, olive oil and squash",287.78801
385.402527,"fish, olive oil, roasted potatoes, wheat berry and eggplant",287.78801
324.913513,steak and wheat berry,287.78801
126.154343,"fish, olive oil and wheat berry",287.78801
131.179993,noodles and ham,287.78801
373.507965,"chicken thighs, cheese, tortilla and caesar salad",287.78801
204.970001,"corn on the cob, apple, cauliflower and cantaloupe",287.78801
365.269897,pepperoni pizza and chicken breast,287.78801
257.398834,"chicken, pork, corn on the cob and olive oil",287.78801
506.355377,roast chicken and steak,287.78801
99.040001,"berries, shrimp and broccoli",287.78801
381.661957,"chicken, tofu, olive oil and millet",287.78801
504.820892,"pizza, beef and olive oil",287.78801
89.964882,sweet potato and olive oil,287.78801
179.138412,"chicken, corn on the cob and olive oil",287.78801
241.169998,chicken and mixed greens,287.78801
498.821136,"salmon, wheat berry, olive oil and brown rice",287.78801
117.181976,"tofu, honeydew melons, fish, asparagus and cherry tomatoes",287.78801
130.981018,"roasted potatoes, broccoli and olive oil",287.78801
555.712891,"pork, pizza, fish, sugar and olive oil",287.78801
160.845459,"chicken thighs, caesar salad and quinoa",287.78801
733.018555,beef and cheese pizza,287.78801
464.117981,"chicken, parmesan cheese and olives",287.78801
485.186493,cheese pizza and chicken,287.78801
273.899994,nuts and tortilla,287.78801
35.669998,lemon,287.78801
91.800003,shrimp and orange,287.78801
101.239998,chicken apple sausage and egg whites,287.78801
133.659988,"olive oil, broccoli, bulgur and squash",287.78801
352.820007,"bagels, berries, sweet potato and cream cheese",287.78801
413.942017,"tuna, almonds, olives and carrot",287.78801
584.526001,"sausage, potatoes and grapes",287.78801
103.279999,"olives, tofu and cauliflower",287.78801
